curriculum_sequence,curriculum_entry,curriculum_level,alias,alias_type,source_print_page
2892,water,compulsory_education,water,primary,174
2893,watermelon,compulsory_education,watermelon,primary,174
2894,wave,high_school_selective_compulsory,wave,primary,174
2895,way,compulsory_education,way,primary,174
2896,we,compulsory_education,we,primary,174
2897,weak,compulsory_education,weak,primary,174
2898,wealth,compulsory_education,wealth,primary,174
2899,weapon,high_school_selective_compulsory,weapon,primary,174
2900,wear,compulsory_education,wear,primary,174
2901,weather,compulsory_education,weather,primary,174
2902,website,compulsory_education,website,primary,174
2903,wedding,high_school_compulsory,wedding,primary,174
2904,Wednesday,compulsory_education,Wednesday,primary,174
2905,weed,high_school_selective_compulsory,weed,primary,174
2906,week,compulsory_education,week,primary,174
2907,weekday,compulsory_education,weekday,primary,174
2908,weekend,compulsory_education,weekend,primary,174
2909,weekly,high_school_selective_compulsory,weekly,primary,174
2910,weep,high_school_selective_compulsory,weep,primary,174
2911,weigh,compulsory_education,weigh,primary,174
2912,weight,compulsory_education,weight,primary,174
2913,welcome,compulsory_education,welcome,primary,174
2914,welfare,high_school_selective_compulsory,welfare,primary,174
2915,well,compulsory_education,well,primary,174
2916,west,compulsory_education,west,primary,174
2917,western,compulsory_education,western,primary,174
2918,wet,compulsory_education,wet,primary,174
2919,whale,high_school_compulsory,whale,primary,174
2920,what,compulsory_education,what,primary,174
2921,whatever,compulsory_education,whatever,primary,174
2922,wheat,high_school_selective_compulsory,wheat,primary,174
2923,wheel,compulsory_education,wheel,primary,174
2924,when,compulsory_education,when,primary,174
2925,whenever,compulsory_education,whenever,primary,174
2926,where,compulsory_education,where,primary,174
2927,whether,compulsory_education,whether,primary,174
2928,which,compulsory_education,which,primary,174
2929,while,compulsory_education,while,primary,174
2930,whisper,high_school_selective_compulsory,whisper,primary,174
2931,white,compulsory_education,white,primary,174
2932,who,compulsory_education,who,primary,174
2933,whole,compulsory_education,whole,primary,174
2934,whom,compulsory_education,whom,primary,174
2935,whose,compulsory_education,whose,primary,174
2936,why,compulsory_education,why,primary,175
2937,wide,compulsory_education,wide,primary,175
2938,widespread,high_school_selective_compulsory,widespread,primary,175
2939,wife,compulsory_education,wife,primary,175
2940,Wi-Fi,high_school_compulsory,Wi-Fi,primary,175
2941,wild,compulsory_education,wild,primary,175
2942,will,compulsory_education,will,primary,175
2943,win,compulsory_education,win,primary,175
2944,wind,compulsory_education,wind,primary,175
2945,window,compulsory_education,window,primary,175
2946,windy,compulsory_education,windy,primary,175
2947,wine,high_school_compulsory,wine,primary,175
2948,wing,compulsory_education,wing,primary,175
2949,winner,compulsory_education,winner,primary,175
2950,winter,compulsory_education,winter,primary,175
2951,wire,high_school_selective_compulsory,wire,primary,175
2952,wisdom,high_school_selective_compulsory,wisdom,primary,175
2953,wise,compulsory_education,wise,primary,175
2954,wish,compulsory_education,wish,primary,175
2955,with,compulsory_education,with,primary,175
2956,withdraw,high_school_selective_compulsory,withdraw,primary,175
2957,within,high_school_compulsory,within,primary,175
2958,without,compulsory_education,without,primary,175
2959,witness,high_school_selective_compulsory,witness,primary,175
2960,woman (pl. women),compulsory_education,woman,primary,175
2960,woman (pl. women),compulsory_education,women,inflection_variant,175
2961,wonder,compulsory_education,wonder,primary,175
2962,wonderful,compulsory_education,wonderful,primary,175
2963,wood,compulsory_education,wood,primary,175
2964,wool,high_school_selective_compulsory,wool,primary,175
2965,word,compulsory_education,word,primary,175
2966,work,compulsory_education,work,primary,175
2967,worker,compulsory_education,worker,primary,175
2968,world,compulsory_education,world,primary,175
2969,worry,compulsory_education,worry,primary,175
2970,worse,compulsory_education,worse,primary,175
2971,worst,compulsory_education,worst,primary,175
2972,worth,compulsory_education,worth,primary,175
2973,worthwhile,high_school_selective_compulsory,worthwhile,primary,175
2974,worthy,high_school_selective_compulsory,worthy,primary,175
2975,would,compulsory_education,would,primary,175
2976,wound,compulsory_education,wound,primary,175
2977,wrap,high_school_selective_compulsory,wrap,primary,175
2978,wrestle,high_school_selective_compulsory,wrestle,primary,175
2979,wrinkle,high_school_selective_compulsory,wrinkle,primary,175
2980,wrist,high_school_selective_compulsory,wrist,primary,175
2981,write,compulsory_education,write,primary,175
2982,writer,compulsory_education,writer,primary,175
2983,wrong,compulsory_education,wrong,primary,175
2984,X-ray,compulsory_education,X-ray,primary,175
2985,yard,compulsory_education,yard,primary,175
2986,year,compulsory_education,year,primary,175
2987,yellow,compulsory_education,yellow,primary,175
2988,yes,compulsory_education,yes,primary,176
2989,yesterday,compulsory_education,yesterday,primary,176
2990,yet,compulsory_education,yet,primary,176
2991,yoghurt,high_school_compulsory,yoghurt,primary,176
2992,you,compulsory_education,you,primary,176
2993,young,compulsory_education,young,primary,176
2994,your,compulsory_education,your,primary,176
2995,yours,compulsory_education,yours,primary,176
2996,yourself,compulsory_education,yourself,primary,176
2997,youth,high_school_compulsory,youth,primary,176
2998,zero,compulsory_education,zero,primary,176
2999,zone,high_school_selective_compulsory,zone,primary,176
3000,zoo,compulsory_education,zoo,primary,176
